Building Number,ADDRESS,Block #,Red Tags,TAG_COLOR,Building Use,Building Area (sqft),Year Built,Age (years),Value ($),Permit Issued Date,Permit Finaled Date,Time Interval (days),Time Interval (months),INITIAL_DAMAGE_DESCRIPTION,Chimney,Foundation,Damage State,Latitude,Longitude,PH_ENGLISH,PH_NO18UNDER,PASIAN,PHISLAT,PAFRICAN,INCOME,PHU_OWNED,PHIGHSCH_DIPLOMA,,
1153,225 SOSCOL AVE,East,0,Yellow,Commercial,45000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,stone veneer on columns popped off,0,0,2,38.284587,-122.2774,68.56435644,56.43564356,6.621004566,54.33789954,1.674277017,16210,31.68316832,64.01564537,,
1154,211 SOSCOL AVE,East,0,Yellow,Commercial,20000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,stone veneer collapsed at main entry way,0,0,2,38.282977,-122.277595,68.56435644,56.43564356,6.621004566,54.33789954,1.674277017,16210,31.68316832,64.01564537,,
1155,205 SOSCOL AVE,East,0,Yellow,Commercial,63000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,vertical crack on parapet wall,0,0,2,38.282208,-122.2776,68.56435644,56.43564356,6.621004566,54.33789954,1.674277017,16210,31.68316832,64.01564537,,
1156,1712 HEMLOCK ST,South,0,Yellow,Residential,1236,1940,76,"$441,800",NaN,NaN,NaN,NaN,"one car garage, front wall leaning, limited entry only, no occupancy, obtain permit to demo/repair",0,0,3,38.283427,-122.293271,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1157,446 S JEFFERSON ST,South,0,Yellow,Residential,1030,1935,81,"$477,500",NaN,NaN,NaN,NaN,No comments,0,0,1,38.283668,-122.293522,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1158,172 S FRANKLIN ST,South,0,Yellow,Residential,1160,1953,63,"$452,000",NaN,NaN,NaN,NaN,south west corner of home appears to have moved - engineers report required,0,0,2,38.284588,-122.289623,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1159,374 S JEFFERSON ST,South,0,Yellow,Residential,1800,1930,86,"$534,100",9/22/14,10/6/14,14,0.5,Cracked chimney on north-side & collapsed chimney on east-side,1,0,2,38.285092,-122.293445,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1160,1735 SPRUCE ST,South,0,Yellow,Residential,1001,1940,76,"$435,200",1/6/15,expired on 8/11/15,NaN,NaN,"chimney cracked at roofline, crack eminating from upper right garage opening - antenna dangling",1,0,1,38.286182,-122.292743,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1161,1755 SPRUCE ST,South,0,Yellow,Residential,1420,1941,75,"$468,100",NaN,NaN,NaN,NaN,Cracked chimney,1,0,1,38.28616,-122.293133,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1162,1775 SPRUCE ST,South,0,Yellow,Residential,2062,1975,41,"$577,100",NaN,NaN,NaN,NaN,Chimney fell,0,0,2,38.28615,-122.293506,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1163,310 S JEFFERSON ST,South,0,Yellow,Residential,2166,1941,75,"$632,200",10/7/14,expired on 7/27/15,NaN,NaN,Plaster damage require replacement & permit,0,0,3,38.286293,-122.293812,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1164,230 S JEFFERSON ST,South,0,Yellow,Residential,1172,1950,66,"$425,100",12/10/14,3/18/15,98,3.3,Fallen Chimney,0,0,2,38.286623,-122.293928,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1165,1752 SPRUCE ST,South,0,Yellow,Residential,1208,1936,80,"$457,600",9/18/14,1/13/15,115,3.8,chimney fell,1,0,2,38.286652,-122.293199,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1166,200 S JEFFERSON ST,South,0,Yellow,Residential,1630,1942,74,"$542,300",NaN,NaN,NaN,NaN,minor cracking in lath & plaster interior - access restricted in detached garage - chimney & footing cracking - significant sagging lateral & longitude,1,0,2,38.287115,-122.293981,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1167,1759 SYCAMORE ST,South,0,Yellow,Residential,1336,1948,68,"$532,600",12/8/14,12/23/14,15,0.5,Avoid Chimney Area,0,0,2,38.287024,-122.293404,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1168,1731 SYCAMORE ST,South,0,Yellow,Residential,1164,1948,68,"$464,200",NaN,NaN,NaN,NaN,Cracked chimney,1,0,1,38.287023,-122.292776,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1169,1719 SYCAMORE ST,South,0,Yellow,Residential,1290,1950,66,"$534,700",9/9/14,3/23/16,554,18.5,"Chimney has been demolished by permit. Work on-going, no new chimney. Owner notes that the permit was obtained for chimney demolition",1,0,2,38.287024,-122.292568,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1170,1652 SPRUCE ST,South,0,Yellow,Residential,1164,1940,76,"$433,900",11/20/14,2/4/15,74,2.5,chimney cracked,1,0,1,38.286694,-122.291748,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1171,1638 SPRUCE ST,South,0,Yellow,Residential,1066,1940,76,"$398,300",9/25/14,11/19/14,54,1.8,"Failure of chimney flue-falling ,avoid area",1,0,2,38.286694,-122.291556,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1172,1440 SPRUCE ST,South,0,Yellow,Residential,1676,1939,77,"$487,400",6/23/15,7/1/15,8,0.3,chimney separated from struc - SE required to eval,1,0,2,38.286669,-122.290946,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1173,1420 SPRUCE ST,South,0,Yellow,Residential,1512,1942,74,"$484,200",NaN,NaN,NaN,NaN,"Chimney is falling, avoid area around chimney extreme falling hazard",1,0,2,38.286583,-122.290604,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1174,5 FRANKLIN ST,South,0,Yellow,Residential,1400,NaN,NaN,NaN,6/24/15,7/6/15,12,0.4,Cracked Chimney,0,0,2,38.286454,-122.290392,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1175,25 FRANKLIN ST,South,0,Yellow,Residential,1500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Chimney down,0,0,2,38.286779,-122.290266,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1176,1421 SYCAMORE ST,South,0,Yellow,Residential,1636,1950,66,"$533,100",NaN,NaN,NaN,NaN,Cracked Chimney dislocated bricks,0,0,1,38.28693,-122.290483,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1177,1673 SYCAMORE ST,South,0,Yellow,Residential,2024,1940,76,"$664,800",9/2/14,2/11/15,159,5.3,Damage to fireplace and chimney,1,0,2,38.287073,-122.291771,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1178,1687 SYCAMORE ST,South,0,Yellow,Residential,1696,1948,68,"$557,000",10/6/14,11/13/14,37,1.2,Cracked chimney,1,0,1,38.287031,-122.291951,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1179,1424 SYCAMORE ST,South,0,Yellow,Residential,2127,1947,69,"$615,800",10/5/14,10/31/14,25,0.8,chimney broked away from the house - hazard at chimney - OK to use rest of house,1,0,1,38.287484,-122.290289,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1180,1608 SYCAMORE ST,South,0,Yellow,Residential,1853,1940,76,"$609,800",NaN,NaN,NaN,NaN,chimney/loose bricks,1,0,1,38.287471,-122.290937,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1181,1678 SYCAMORE ST,South,0,Yellow,Residential,1608,1940,76,"$779,200",3/12/15,6/9/15,87,2.9,Chimney damaged-Restricted area around chimney,1,0,2,38.287521,-122.291933,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1182,1694 SYCAMORE ST,South,0,Yellow,Residential,1270,1941,75,"$488,400",3/31/15,expired on 11/2/15,NaN,NaN,chimney cracked below roofline/do not use fireplace,1,0,2,38.287524,-122.292134,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1183,1728 SYCAMORE ST,South,0,Yellow,Residential,2002,1952,64,"$597,600",11/17/14,expired on 7/6/15,NaN,NaN,"Cracks in stucco, top of chimney has cracked & displace, cracks in interior plaster, some deck posts are leaning a little.",1,0,2,38.287521,-122.292705,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1184,1752 SYCAMORE ST,South,0,Yellow,Residential,1700,1948,68,"$811,000",7/22/15,12/23/15,151,5.0,chimney cracked,1,0,1,38.28752,-122.293268,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1185,1770 SYCAMORE ST,South,0,Yellow,Residential,1070,1948,68,"$470,600",9/24/14,11/12/14,48,1.6,chimney collapsed,1,0,2,38.287524,-122.293664,93.50348028,67.74941995,0.775862069,43.27586207,0,30118,79.58236659,78.42377261,,
1186,515 S JEFFERSON ST,South,0,Yellow,Residential,1252,NaN,NaN,"$476,100",10/15/14,11/18/14,33,1.1,Displaced Fireplace & chimney - occupants be aware of displaced fireplace - may pull away from home,1,0,2,38.282636,-122.294007,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1187,370 S HARTSON ST,South,0,Yellow,Residential,2016,1949,67,"$598,400",2/19/15,expired on 9/23/16,NaN,NaN,Chimney damaged-detached from house/joint falure near roof & leaning away from house/ Keep away from exterior area,0,0,2,38.283594,-122.294747,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1188,359 S HARTSON ST,South,0,Yellow,Residential,1502,1951,65,"$522,300",3/16/16,expired on 11/8/16,NaN,NaN,Replace vertical SW garage door/ post attached from residence exterior,0,0,2,38.28371,-122.295476,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1189,438 S MONTGOMERY ST,South,0,Yellow,Residential,1498,1953,63,"$569,300",9/26/14,expired on 3/25/15,NaN,NaN,Stay away from area immediately around base of chimney in backyard,1,0,2,38.284211,-122.296116,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1190,2105 LOCUST ST,South,0,Yellow,Residential,1042,1951,65,"$461,400",NaN,NaN,NaN,NaN,"Chimney Moved, Cracked",0,0,2,38.284302,-122.297517,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1191,500 MINAHEN ST,South,0,Yellow,Residential,1490,1964,52,"$522,300",NaN,NaN,NaN,NaN,cracks in chimney - have contractor review and repair,1,0,1,38.283432,-122.297645,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1192,550 HUNT ST,South,0,Yellow,Residential,1400,1952,64,"$542,500",NaN,NaN,NaN,NaN,Damaged chimney- moderate damage,1,0,2,38.282778,-122.298206,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1193,2281 LERNHART ST,South,0,Yellow,Residential,1639,1951,65,"$539,500",9/24/14,11/19/14,55,1.8,Cracked and offset chimney,1,0,1,38.283441,-122.299053,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1194,344 MINAHEN ST,South,0,Yellow,Residential,1750,1964,52,"$550,200",4/3/15,7/10/15,97,3.2,Stone veneer in front of fireplace separated. Stay clear of fireplace until veneer over fireplace anchored,0,0,2,38.285789,-122.298578,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1195,265 S MONTGOMERY ST,South,0,Yellow,Residential,1501,1951,65,"$566,500",NaN,NaN,NaN,NaN,Damaged chimney- moderate damage,1,0,2,38.285198,-122.296802,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1196,237 S MONTGOMERY ST,South,0,Yellow,Residential,988,1950,66,"$452,300",NaN,NaN,NaN,NaN,Damaged chimney- moderate damage,1,0,2,38.285605,-122.296849,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1197,299 S HARTSON ST,South,0,Yellow,Residential,1414,1950,66,"$514,300",6/18/15,6/23/15,5,0.2,chimney detached from structure,1,0,2,38.284871,-122.295571,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1198,229 S HARTSON ST,South,0,Yellow,Residential,1562,1941,75,"$548,700",NaN,NaN,NaN,NaN,cracking around sill plate,0,0,2,38.285846,-122.295722,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1199,205 S HARTSON ST,South,0,Yellow,Residential,1217,1941,75,"$501,400",11/5/14,12/18/14,43,1.4,Damaged chimney- moderate damage,1,0,2,38.286167,-122.295755,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1200,383 S JEFFERSON ST,South,0,Yellow,Residential,1795,1955,61,"$750,000",NaN,NaN,NaN,NaN,masonry wall collapse,0,0,3,38.284947,-122.294294,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1201,355 S JEFFERSON ST,South,0,Yellow,Residential,1916,1940,76,"$630,000",7/20/15,7/27/15,7,0.2,Cracks at masonry chimney,1,0,1,38.285447,-122.29442,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1202,240 S HARTSON ST,South,0,Yellow,Residential,1172,1948,68,"$502,500",11/23/15,11/25/15,2,0.1,Chimney,0,0,1,38.285715,-122.294994,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1203,230 S HARTSON ST,South,0,Yellow,Residential,1178,1940,76,"$399,700",NaN,NaN,NaN,NaN,Damaged chimney - minor damage,1,0,1,38.28588,-122.295005,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1204,341 S JEFFERSON ST,South,0,Yellow,Residential,1989,1942,74,"$612,600",9/9/14,12/30/14,111,3.7,Chimney,0,0,1,38.286083,-122.294437,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1205,337 S JEFFERSON ST,South,0,Yellow,Residential,1190,1941,75,"$502,600",10/10/14,1/16/15,96,3.2,Chimney,0,0,1,38.286249,-122.294454,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1206,176 S HARTSON ST,South,0,Yellow,Residential,1306,1939,77,"$486,200",9/8/14,expired on 3/7/15,NaN,NaN,Damaged chimney - moderate damage,1,0,2,38.286764,-122.295135,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1207,211 S JEFFERSON ST,South,0,Yellow,Residential,1093,1941,75,"$496,900",4/27/15,5/27/15,30,1.0,Cracks and displaced CMU at chimney,1,0,2,38.286757,-122.294598,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1208,179 S MONTGOMERY ST,South,0,Yellow,Residential,1849,1960,56,"$581,100",9/10/14,expired on 3/9/15,NaN,NaN,Damaged chimney- moderate damage,1,0,2,38.28673,-122.296978,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1209,152 S SEYMOUR ST,South,0,Yellow,Residential,1047,1941,75,"$472,300",NaN,NaN,NaN,NaN,Contractor to assess repairs to cracks at chimney & ext. walls,1,0,1,38.286864,-122.297414,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1210,134 S SEYMOUR ST,South,0,Yellow,Residential,1448,1947,69,"$528,200",NaN,NaN,NaN,NaN,Chimney,0,0,1,38.287197,-122.297454,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1211,1940 SPRUCE ST,South,0,Yellow,Residential,1165,1941,75,"$489,800",NaN,NaN,NaN,NaN,Chimney,0,0,1,38.286461,-122.296353,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1212,1930 SPRUCE ST,South,0,Yellow,Residential,1710,1946,70,"$608,100",10/6/14,12/3/14,57,1.9,Chimney,0,0,1,38.28655,-122.296064,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1213,1910 SPRUCE ST,South,0,Yellow,Residential,1824,1941,75,"$582,100",NaN,NaN,NaN,NaN,Damaged chimney- moderate damage,1,0,2,38.286495,-122.295739,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1214,177 S HARTSON ST,South,0,Yellow,Residential,1526,1941,75,"$538,800",NaN,NaN,NaN,NaN,Damaged chimney- moderate damage,1,0,2,38.286657,-122.295762,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1215,184 S MONTGOMERY ST,South,0,Yellow,Residential,1629,1945,71,"$635,500",9/24/14,1/8/15,104,3.5,Chimney,0,0,1,38.286656,-122.296363,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1216,165 S HARTSON ST,South,0,Yellow,Residential,1842,1946,70,"$585,400",NaN,NaN,NaN,NaN,chimney crack at roofline,1,0,1,38.286803,-122.29587,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1217,151 S HARTSON ST,South,0,Yellow,Residential,1529,1946,70,"$575,100",4/10/15,5/18/15,38,1.3,Damaged chimney- moderate damage,1,0,2,38.28695,-122.295883,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1218,137 S HARTSON ST,South,0,Yellow,Residential,1571,1946,70,"$552,200",4/10/15,6/24/15,74,2.5,"Chimney cracks, yellow taped previously, no development",0,0,1,38.287095,-122.295902,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1219,123 S HARTSON ST,South,0,Yellow,Residential,1513,1945,71,"$527,200",NaN,NaN,NaN,NaN,Damaged chimney - moderate damage,1,0,2,38.287267,-122.295893,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1220,142 S MONTGOMERY ST,South,0,Yellow,Residential,1966,1942,74,"$643,400",9/5/14,12/10/14,95,3.2,no comments,0,0,1,38.287231,-122.296381,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1221,1941 OLD SONOMA RD,South,0,Yellow,Residential,1375,1941,75,"$555,600",9/15/14,10/15/14,30,1.0,"Chimney is leaning away from house by about 1 1/2"". Potential to fall further",0,0,2,38.287495,-122.296341,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1222,112 S MONTGOMERY ST,South,0,Yellow,Residential,1429,1945,71,"$549,600",3/19/15,4/16/15,27,0.9,no comments,0,0,1,38.287505,-122.296564,100,62.1875,0,31.6553727,0,22492,60.9375,74.58745875,,
1223,130 RANDOLPH ST,South,1,Red,Residential,1178,1910,106,"$492,600",1/15/15,expired on 8/22/2015,NaN,NaN,"foundation damage, repairs but not built to code",0,1,4,38.288188,-122.287848,85.68281938,72.02643172,0.888099467,33.21492007,2.131438721,26622,23.78854626,71.2545676,,
1224,149 RANDOLPH ST,South,0,Yellow,Residential,704,1920,96,"$513,040",NaN,NaN,NaN,NaN,Cracks in Fndn on S-side and surrounding walls. Lateral shift of structure. No restriction of use,0,0,3,38.288434,-122.288426,85.68281938,72.02643172,0.888099467,33.21492007,2.131438721,26622,23.78854626,71.2545676,,
1225,159 RANDOLPH ST,South,0,Yellow,Residential,1136,1916,100,"$407,500",NaN,NaN,NaN,NaN,"Foundation unreinforced, blocks/bricks leaning garage only-through going cracks",0,0,3,38.288704,-122.288261,85.68281938,72.02643172,0.888099467,33.21492007,2.131438721,26622,23.78854626,71.2545676,,
1226,120 FRANKLIN ST,South,0,Yellow,Residential,1760,1950,66,"$558,100",10/20/14,expired on 7/25/15,NaN,NaN,Family rm restricted-no use-fireplace compromised-cracks @ roofline (horizontal),0,0,2,38.288334,-122.289042,85.68281938,72.02643172,0.888099467,33.21492007,2.131438721,26622,23.78854626,71.2545676,,
1227,180 FRANKLIN ST,South,0,Yellow,Residential,1760,1899,117,"$527,000",2/24/15,expired on 2/7/16,NaN,NaN,"Cracked both sides chimney/SE about 1/4 replacement 3/4"" separation fireplace from walls. Keep away from south side of chimney outside & 6 ft away",1,0,2,38.289109,-122.288766,85.68281938,72.02643172,0.888099467,33.21492007,2.131438721,26622,23.78854626,71.2545676,,
1228,1643 ELM ST,South,0,Yellow,Residential,unclear,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Cracked Chimney,0,0,1,38.289787,-122.29163,85.68281938,72.02643172,0.888099467,33.21492007,2.131438721,26622,23.78854626,71.2545676,,
1229,1653 ELM ST,South,0,Yellow,Residential,1334,1928,88,"$506,900",11/17/14,1/8/15,51,1.7,Cracked Chimney,0,0,1,38.289359,-122.29179,85.68281938,72.02643172,0.888099467,33.21492007,2.131438721,26622,23.78854626,71.2545676,,
1230,170 S SEMINARY ST,South,0,Yellow,Residential,1040,1936,80,"$482,300",NaN,NaN,NaN,NaN,Cracked Chimney,0,0,1,38.289292,-122.292216,85.68281938,72.02643172,0.888099467,33.21492007,2.131438721,26622,23.78854626,71.2545676,,
1231,1715 ELM ST,South,0,Yellow,Residential,1332,1935,81,"$550,800",10/9/14,4/15/15,186,6.2,Cracked Chimney,0,0,1,38.289541,-122.292293,85.68281938,72.02643172,0.888099467,33.21492007,2.131438721,26622,23.78854626,71.2545676,,
1232,220 JEFFERSON ST,South,0,Yellow,Residential,2233,1934,82,"$658,700",NaN,NaN,NaN,NaN,Cracked chimney. Avoid chimney area,1,0,2,38.289463,-122.294026,85.68281938,72.02643172,0.888099467,33.21492007,2.131438721,26622,23.78854626,71.2545676,,
1233,1735 ELM ST,South,0,Yellow,Residential,1290,1940,76,"$512,100",10/22/14,expired on 10/24/15,NaN,NaN,chimney cracked at left side of house,1,0,1,38.289527,-122.293168,85.68281938,72.02643172,0.888099467,33.21492007,2.131438721,26622,23.78854626,71.2545676,,
1234,1721 ELM ST,South,0,Yellow,Residential,1000,1938,78,"$427,100",NaN,NaN,NaN,NaN,Collapsed Chimney,0,0,2,38.289609,-122.292726,85.68281938,72.02643172,0.888099467,33.21492007,2.131438721,26622,23.78854626,71.2545676,,
1235,225 COOMBS ST,South,0,Yellow,Residential,1002,1938,78,"$442,600",3/4/15,3/16/15,12,0.4,stay clear of fireplace chimney area interior and exterior,1,0,2,38.289528,-122.286703,85.68281938,72.02643172,0.888099467,33.21492007,2.131438721,26622,23.78854626,71.2545676,,
1236,235 COOMBS ST,South,0,Yellow,Residential,829,1937,79,"$596,000",NaN,NaN,NaN,NaN,stay clear of chimney at 225 Coombs - chimney is cracked & displaced,1,0,2,38.289648,-122.286661,85.68281938,72.02643172,0.888099467,33.21492007,2.131438721,26622,23.78854626,71.2545676,,
1237,1350 ELM ST,South,0,Yellow,Residential,4913,1991,25,"$992,100",9/12/14,9/15/14,3,0.1,avoid using the front entrance,0,0,2,38.289778,-122.288351,85.68281938,72.02643172,0.888099467,33.21492007,2.131438721,26622,23.78854626,71.2545676,,
1238,271 FRANKLIN ST,South,0,Yellow,Residential,2552,1900,116,"$669,400",9/9/14,10/23/14,44,1.5,Collapsed chimney. Part of the chimney is cracked and not fallen. Avoid chimney area,1,0,2,38.290638,-122.288945,85.68281938,72.02643172,0.888099467,33.21492007,2.131438721,26622,23.78854626,71.2545676,,
